owner,repo_name,url,pull_number,stars,total_commits,changed_files,added_lines,deleted_lines,first_commit_sha,merge_commit_sha,base_commit_sha,pr_final_head_sha,author_login,state
devondragon,SpringUserFramework,https://github.com/devondragon/SpringUserFramework/pull/165,165,152,1,5,92,2,b02bb1f2a9a9f06240c58d200e5f106007400d27,f2ee0db5859b4a1cf4cb04905ee3dcf626eb4cfe,542f323d856bf3de837b30b1be1a8166d241a9f0,b02bb1f2a9a9f06240c58d200e5f106007400d27,devondragon,MERGED
linkml,linkml-store,https://github.com/linkml/linkml-store/pull/44,44,21,4,4,348,1,95afd7b1065bd7a9f6c3e11dd3171c7c834d3ba2,0e5ee40ae6f6d82143a89621d46cc68c02e8329e,0057342c1fef35e3dfcc47ffe67deacff3e49305,5ddefeaca76f7ec53fde19892168df3b0522e2b8,cmungall,MERGED
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/426,426,322,1,1,105,28,669be6ccfaff1b854044e7b1a66b4012e8d21342,2889afcb66ab80ea914e94197654af93ceaecf44,310f0022ba1d10537f9f6bebe0d85d163762bace,669be6ccfaff1b854044e7b1a66b4012e8d21342,rishsriv,MERGED
brentyi,tyro,https://github.com/brentyi/tyro/pull/265,265,646,2,2,29,5,a9a351183bdbb8393beb3bcf6fdf73deb9d7fbfd,ab821859d6a71c73299f77c8ce3cf322cc3139ba,5d7aef13fd05bf0125cb377c033f5d71dcb3c2f4,1d94e15f94b979344cef8712ecf680b0073a0e30,brentyi,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/70,70,868,1,6,605,327,1b37c76d3c29308f1e2ba6761c6a047eee4b42a5,e3faa47d05dbe362437cc252692bbb991e813cd2,630cbe1be3bac7a1945b50cd8412357fbf79e2c7,1b37c76d3c29308f1e2ba6761c6a047eee4b42a5,SpirusNox,MERGED
oven-sh,bun,https://github.com/oven-sh/bun/pull/17832,17832,78436,1,1,2,2,5d25b5f63216cdfb792a769f1a8523f149163dd4,a620db7025bd6b38c58dcf07ec147100dfd53006,887173c3c385b4669a0aebc3d1f80a1a33feaed3,5d25b5f63216cdfb792a769f1a8523f149163dd4,dylan-conway,MERGED
bearcove,dylo,https://github.com/bearcove/dylo/pull/13,13,20,2,7,675,33,3ca8ba2bdf2233a320096ab51ca47e183db45bb6,89e15a31043c98623ba8ea29b25c10e7e1e31ada,c08211b4f3bb3b2d4975a1b0fed024986a4ce3cd,37d3fb45020f9db8ba8606c7fc86317a86ade5e5,fasterthanlime,MERGED
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/427,427,322,3,3,2214,36,03efc38587dfee26a87eac9eba2f0c61058a2332,eeedd25a382c1c3002e6704bac0a3ff55079e11b,2889afcb66ab80ea914e94197654af93ceaecf44,24e3b1de3e08f6d22d32508dc018ede875820ff6,rishsriv,MERGED
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/71,71,990,2,9,18,18,5052e5015bf990f36e0ec348f3e89c37be7e011a,252c6a2c9864828e0561cb8f1f420f75f9037514,ae6d4a22756264a82e3d76e0174c9ebc05bd5851,f3d80569be835dfda4a6b5a1541d2b1eea5b3ef0,natolambert,MERGED
monarch-initiative,aurelian,https://github.com/monarch-initiative/aurelian/pull/22,22,14,1,5,235,1,8c0821fc229f0932e55f34967c4c8fc5a099353b,8c0821fc229f0932e55f34967c4c8fc5a099353b,db1d63e9005d48866a63c867f6e352f3aac7e61b,8c0821fc229f0932e55f34967c4c8fc5a099353b,cmungall,MERGED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1399,1399,10691,3,5,303,7,dd367037bf140f689751ae514b9bc27f43bd94af,8e137d16ab61795bfbb738c100fd9a7ac8670766,6e58dfd2e87040e00b8fd9931740d303571a9c3e,fde4d9bd58a3476e641947804a29ac86d466154e,jxnl,MERGED
anthropics,devcontainer-features,https://github.com/anthropics/devcontainer-features/pull/7,7,38,10,6,142,46,39f189114247a8f39c61794b1df8aacea0940754,7c2a3496fba06de58db38ae4f3b3914aed873619,f837e3126fc2b8cbb55545c97360f4c7b0e57544,a2ddf293d03eebb3d6c9590e8e66dd0ed4b7ede5,8enmann,MERGED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1731,1731,250,2,10,1911,1802,f9f44900ffe574e103c844d73c331e069411efb2,f8c0aaf65490603896c1093a0ec80bb8fe7f9df4,b3b19d04e1961f9bb835174bbd044d65bdae0bce,6084003c7e2d10aa5d327583ee67cb23988ab58a,johnjosephhorton,MERGED
grapeot,web_agentic_ai,https://github.com/grapeot/web_agentic_ai/pull/28,28,30,4,6,341,33,2d3706525ddf0e85ef1d85f1af6a6946a4b4b748,5ecc45ca73aa7f7c0cb616292d0eb5c8dd7ff275,cd4d5c44fbbea84720e80be2b34d83b673786ee6,ef288f2317075d19563246e6821e7c239fb20b12,grapeot,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/71,71,868,1,7,1182,1117,a78d72984a31abb91a84c9d66c0ad237612d9f63,727e52060b15a6e3946c3c0fc27323dd2a1ed707,cba7e16e2f1738ab3fd72ef5669867106649e0d2,a78d72984a31abb91a84c9d66c0ad237612d9f63,SpirusNox,MERGED
PipedreamHQ,pipedream,https://github.com/PipedreamHQ/pipedream/pull/15814,15814,9923,1,8,22,11,49b653f461bb4a9c2565c255aef00a47b84de725,251db8ece00c5ebd546ab9f11b4c1f06cb1b8374,a43eb46f63ab2ae7d397279844dd400975161d67,49b653f461bb4a9c2565c255aef00a47b84de725,dannyroosevelt,MERGED
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/431,431,322,1,2,71,12,eb5d85613d3053f811e699690df1a605a5f349c5,92f47b6d01faab3d182a98bf993ee9d2b0898fa0,6c93f94e966e9b46dfd226ab44883648072ac46e,eb5d85613d3053f811e699690df1a605a5f349c5,rishsriv,MERGED
artsy,eigen,https://github.com/artsy/eigen/pull/11709,11709,3667,7,24,284,186,976637198fabb6b2ab779274f9c912435206796c,ba88a10e61fdc56187dbca2d4b6b22e58b775766,0a300e5097bf9a6b06d95e4aca8ea6adfda3b535,f99199d01f58b8b5cc79596c1d0659420fa70a54,olerichter00,MERGED
proboscis,pinjected,https://github.com/proboscis/pinjected/pull/84,84,14,31,69,1448,419,fd14f16c0ba26400b38f79262fb8a3ba6a47cc44,33364a001bf265544e8c233ca158d3c1c2689b7a,a6a53dc7a57a800fb517b7fc5f34f8b4e3c3281d,666c49d9d6774e732a468d7164edc8cb0aa756da,proboscis,MERGED
llun,activities.next,https://github.com/llun/activities.next/pull/97,97,68,2,6,672,151,053b691925f13de812ea42bc9c041c7f1d27e7dc,113ee6f7541891ca06aabe5a83c09dfe60444f69,b1aef8b616b38c6f20515b7e3d57a3d345b9f10f,924fecad9630c5faf24418c591b1191e34d98992,llun,MERGED
renlabs-dev,torus-ts,https://github.com/renlabs-dev/torus-ts/pull/140,140,12,10,14,4231,2853,ae777d4c86d2c8cc32163f671c6e46353362d921,512d09c323c4a18b1f232413ab8ea8a2068a39e8,79fb759acd8092b8841e796f778777fc401fd831,01a63a2f1124c85b436dfb3b3a1477b1a20dc14b,steinerkelvin,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/75,75,868,12,46,3351,2337,bd2fbb3450c3d6bb50f05b225cd5843eb42d1a74,b3c103a6ebc64942022348ac32ae1e716bb698ed,df93484e6e57d321216d3d7e588e1c29b30b81c5,e9a91d6fc8d79b015d86aac65ba70a8a382180a3,SpirusNox,MERGED
fossas,fossa-cli,https://github.com/fossas/fossa-cli/pull/1514,1514,1392,16,12,734,429,d519c08f50a5bc4c72ca765adeaf2bee0e72eeee,23fa9981f78f33b1f87eb8d1a2389de8f2a00265,22f4def7d2bba960ffa86cebcbaa3e0c73c4de5c,99fd49d38c5fdbe71bd39b842ea828e31b873a05,jssblck,MERGED
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/99,99,16,1,2,104,8,f30fb2206b7b9fa7c320976a7e61d7c740c1696a,43d6575287a5203b8f868964ca83cb8018c60303,1b9bea259a460aa9a5204d0782b1557ab63a2482,f30fb2206b7b9fa7c320976a7e61d7c740c1696a,huntcsg,MERGED
sublime-security,sublime-rules,https://github.com/sublime-security/sublime-rules/pull/2435,2435,310,2,1,3,3,b1f2c68975792fa35efe8763408a7dab74e6c9f7,15159c37127cfdac8b97167ad86d4c833e298c08,37c05431a6177dcca887e9d4f29768dcb58859fa,2830fd5e58483f63fc929873c82a494b1c621d34,aidenmitchell,MERGED
PipedreamHQ,pipedream,https://github.com/PipedreamHQ/pipedream/pull/15820,15820,9923,2,2,276,118,4df193a0719cee8f471f8a4f1aeef6f3cdc20cfd,35573b1ccc2fd0a7a1996f8146d7b0525576e193,6d86cb37d5ccb376a5de2e701d539018bb3a74bf,f5939f9ee74dbc010b909f05b5515088208603d1,dannyroosevelt,MERGED
PipedreamHQ,pipedream,https://github.com/PipedreamHQ/pipedream/pull/15815,15815,9923,19,15,795,16,091eb6050fea2d55cc4203ed0175ed4761d0db1d,74caf69053f9cab11b8ce6d6ea094e3458e95ad3,41f2aee07db826211d5bf17e236168e1ed6c2991,d75019da97e9eda1ba56f6494a14dfe8adf564f1,dannyroosevelt,MERGED
julep-ai,julep,https://github.com/julep-ai/julep/pull/1275,1275,5478,2,1,28,10,23209bf7696a7b476f1a432a0c651a186cb8f039,cb6e6215c53b304f111c67918f4a8d67048a1449,11a15f15eb61e59fc58e66b529a20b415c206051,40a5326162bdf798a5d3c84b65d51fcace03e38c,creatorrr,MERGED
PipedreamHQ,pipedream,https://github.com/PipedreamHQ/pipedream/pull/15825,15825,9923,6,3,201,34,d72c71293479afe04b0e21972aa1dc69fed56fe4,41f2aee07db826211d5bf17e236168e1ed6c2991,9e744c713ed5c7f9cc494b193b369f2375c95f4e,5a007d475473c4aedeb7cc0bbd6471f212368e57,dannyroosevelt,MERGED
artsy,eigen,https://github.com/artsy/eigen/pull/11672,11672,3667,1,1,142,146,0c61f7411d00f81f0e01845c6b8a6d8fce592a9c,ade6be1f517ba07fd53372992b51418fca525bdc,84ec62ffb8f103e55f8c0793b983f5282246b18d,0c61f7411d00f81f0e01845c6b8a6d8fce592a9c,nickskalkin,MERGED
PipedreamHQ,pipedream,https://github.com/PipedreamHQ/pipedream/pull/15824,15824,9923,4,16,292,31,1316268da7735e9eaf7c6a97a27016970a9facd1,9e744c713ed5c7f9cc494b193b369f2375c95f4e,bfccd6c411f238a2c26718f281d8c1ce8f343e69,e12f1a54a46a4810014c87be41620f933436c11c,dannyroosevelt,MERGED
artsy,eigen,https://github.com/artsy/eigen/pull/11686,11686,3667,4,16,348,142,65669fd5bd039a5fd82f0ba4f32459b97867567b,f52c8b6ee35d6ad8af212ed30d790bc492e5fbae,aaf1c1c5ae7fc69cc06ec9d0505bff59349d576d,aceb0b58bff09f5b40babf7a11361022a289a3e7,nickskalkin,MERGED
potpie-ai,potpie-ui,https://github.com/potpie-ai/potpie-ui/pull/141,141,15,7,16,638,114,c285e3dea6e4a3e0c20d23ca10924d4581c955fa,b493af5c3c58fbc4cec24a285dc08f6b9220a871,f333ffd5dd2b4ba4d145f06a602de26063b31d22,3013123749ef1a80b65779da461b01a91b18f8af,dhirenmathur,MERGED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1374,1374,10691,3,12,2040,236,3c3f408d77016ed2f04f6927bb23195b400d7509,714b8b0b4de6f5b2b65962e2f20609fb8088d171,9170052d75b693218d10ab99bd7b7dbd6243e28d,7e2cde35c319f6886542170dedababc647626467,jxnl,MERGED
modelcontextprotocol,inspector,https://github.com/modelcontextprotocol/inspector/pull/158,158,3732,1,1,33,0,989efb2204fbf76f36a42db94b74a199d592e221,13ae2b565974efe61eb889f532bdd44a3975edcc,717c394d3b7c5c4ab8f047ef9d407544d177fb9c,989efb2204fbf76f36a42db94b74a199d592e221,ashwin-ant,MERGED
grafana,loki,https://github.com/grafana/loki/pull/16510,16510,25582,1,1,35,0,402c08478b2c9d2c279a5e19622f7a45d8304a15,257db663d835d0fb6d9a45544a558ebf52a723d6,f84f0c7f733a2226148e66e7f603dbd4fc0a7bda,402c08478b2c9d2c279a5e19622f7a45d8304a15,trevorwhitney,MERGED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1375,1375,10691,5,10,1433,337,a7b4e1339e73cccb705370b43bfb00aaeb19ed93,7e2cde35c319f6886542170dedababc647626467,2d48f5b6caec35704f1ea60e0d79d53cb94137e0,eb5680f6b2390ea79abefa7717e79b51d3d09525,jxnl,MERGED
artsy,force,https://github.com/artsy/force/pull/15294,15294,615,3,2,105,81,d872f416479349cb8fdca6771c6b41dee182795f,c186ee65da89ccbc28a4fa6b4259b3b9befc1516,356778ad28e611cbfba51bee08e612d163865e6b,68d96285ca5f565841d43ee4e5ff7a8d7293f2bb,anandaroop,MERGED
quokka-astro,quokka,https://github.com/quokka-astro/quokka/pull/910,910,48,1,1,19,0,1f4f97089b535b03de87d56519101b6a60dacaf4,aad7bf871e8456679b5a6a89bd9066a443f5d288,126dcb56da43a1f470139ff28ef1da1ada36bc99,1f4f97089b535b03de87d56519101b6a60dacaf4,BenWibking,MERGED
ascorbic,unpic-img,https://github.com/ascorbic/unpic-img/pull/782,782,1728,1,1,5,0,96fa81631075b20fda90be2b28319508002d1cf9,f6a53fc3203b55c6751c5a3d863c66d3143b3b8d,27f6c4c205bb00a60a288457a27bf29812aba5cd,96fa81631075b20fda90be2b28319508002d1cf9,ascorbic,MERGED
tomakado,dumbql,https://github.com/tomakado/dumbql/pull/12,12,46,4,12,755,128,43bf7f5caf56390fbfbe4601887edfd0b41226e7,16cd0aa35b4808a943be9233f3fd40959f252aeb,52400bf698f9ec1dd34380075699359764d4fc2e,51880a6ad978e85280962882aa630bf04a1f0205,tomakado,MERGED
poap-xyz,poap.js,https://github.com/poap-xyz/poap.js/pull/167,167,12,2,16,32,35,b8c262173515936af21019eb64d4158a3b871fd8,1d00041f8fde65f8052aeb1860443adeef25cc16,9df4570105094ded6585fbc854def01f4ef8561f,d3783f9f71f6c2a943f29da12fd9ab126910d8e9,rlajous,MERGED
ascorbic,unpic-img,https://github.com/ascorbic/unpic-img/pull/784,784,1728,1,1,21,0,9b252bb5ef95db991b7263d75986c8ebb38d3e19,0ad16715d4a38254b77bef8d7ee8d10644ab9041,f6a53fc3203b55c6751c5a3d863c66d3143b3b8d,9b252bb5ef95db991b7263d75986c8ebb38d3e19,ascorbic,MERGED
Erlemar,pytorch_tempest,https://github.com/Erlemar/pytorch_tempest/pull/67,67,220,3,2,6,0,7423b0b1afa1fc0208d600e2e9c08c34c0d4667a,9dc97efa14db2c6e4dfd6b65fd3214a81069afd0,9deb104aa8ce74e6d635569d50e826312dedb9f9,f6f7587e005c61e6aff460c5e3e609c7eb8726da,Erlemar,MERGED
gianlucamazza,solana-mmaker,https://github.com/gianlucamazza/solana-mmaker/pull/4,4,81,1,2,95,35,5424da4c552c881479ac45dedf9f07c6ce375a04,49094b0d29d7fb2f11a76323757d4b64f540a33b,b2b2db6e71b7e41f090fc9b837162a55ec39ca24,5424da4c552c881479ac45dedf9f07c6ce375a04,gianlucamazza,MERGED
devondragon,workers-users,https://github.com/devondragon/workers-users/pull/26,26,49,1,3,374,0,2faa1dc7785c41664930df7dc339325db1266ae2,86c587a19ba58f6ac64d307f1b34ce906977f258,00f33f81f51f0010d5bf94613fe9fe31c95c234a,2faa1dc7785c41664930df7dc339325db1266ae2,devondragon,MERGED
MinBZK,poc-machine-law,https://github.com/MinBZK/poc-machine-law/pull/33,33,18,1,1,27,0,9021c48aaee207f86574af9e28a3f0c855620046,0ce20b47e050a26e9a3312d0ba2664886837c448,a02ecb9246e783a79a4b0810c9a924c87af8d971,9021c48aaee207f86574af9e28a3f0c855620046,anneschuth,MERGED
tomakado,dumbql,https://github.com/tomakado/dumbql/pull/17,17,46,3,4,181,1,7d532197e814ec43ae04ea8ef5c3edbdd058a857,e9396b1341b678bcdbaa980ff8abbbc3e2e9b865,68422f26dd277a99c32fc781029b0227ad925e75,6d5d21d165a47a7e59e674ae4286c2eae496aa9b,tomakado,MERGED
MinBZK,poc-machine-law,https://github.com/MinBZK/poc-machine-law/pull/38,38,18,8,6,239,102,f119cdeb0898ce74d29c014959ab93afe5f2df5a,2c853779f01629072b1976fb353a2d9d27713ff4,bbd0a3ee003c5681ec773f73f51b6c013315445e,27d9cdc13dbd5708bc4fc5770ab12ed2664657d7,anneschuth,MERGED
mainframecomputer,orchestra,https://github.com/mainframecomputer/orchestra/pull/54,54,677,3,2,62,13,407277a237f4d7ba7e40358f6ddef5e953b69885,cae9bb7997108debf2a01e26995f8c832aa3835d,4e003cc93cc90c0d8db02358bd80178727eeed0c,0ecf73e22deae923605470b93aa5d48f23e08cd8,sayakmaity,MERGED
MinBZK,poc-machine-law,https://github.com/MinBZK/poc-machine-law/pull/42,42,18,8,19,866,8,3ae0951d376c26b6e9172b1dd827c07b859f9bc3,34b8c3f4f5d2d952f90150cdc46e8dded23586ae,d43e62e37f8a000c72070e7086571d79622d0865,a5f294b5bfade689a352a1cfd8f367f06085a919,anneschuth,MERGED
umputun,spot,https://github.com/umputun/spot/pull/258,258,441,1,95,331256,312167,4cbfa276acb89dec117d822b956909e0d54dc51d,aed39cf3ce05da83f8820db6c539181083bdc14d,44f1ceb3cd393612c615d137e965cad041bd360e,4cbfa276acb89dec117d822b956909e0d54dc51d,umputun,MERGED
chairemobilite,transition,https://github.com/chairemobilite/transition/pull/1267,1267,32,1,6,141,104,0d065f2d4e8afe1fb2423e5e8723ad1b93989963,73143ab714ae29ec175b8a182c89aa84f7614aa3,e8ca41d73bee64ecd70a6aee5e73471b09b2e219,0d065f2d4e8afe1fb2423e5e8723ad1b93989963,kaligrafy,MERGED
samzong,mdctl,https://github.com/samzong/mdctl/pull/15,15,15,2,11,1747,30,7fc6641b514b58d6175c5998e9e2b148478daced,dedc60da1af04de67c3185761829dcff381d59c2,f804cacff075104bf839b7246df7514513da4cef,c4212202b0f9e745d1c058e396387d8c2fee48e4,samzong,MERGED
devondragon,SpringUserFramework,https://github.com/devondragon/SpringUserFramework/pull/163,163,152,1,3,37,33,1fbdaa0c5e1f204cbf027441157e1a99569de704,542f323d856bf3de837b30b1be1a8166d241a9f0,efe05a122d165f85af74ff587b5935a761bbd38d,1fbdaa0c5e1f204cbf027441157e1a99569de704,devondragon,MERGED
MinBZK,poc-machine-law,https://github.com/MinBZK/poc-machine-law/pull/36,36,18,1,6,289,12,9be7412a0791bf553af9c40bdaf8265fba4657e1,6c720bcebb445f00422caecd16e3bacbecb227f8,3658cd4f123c3fde8b90dd6a708442f0fa1d696c,9be7412a0791bf553af9c40bdaf8265fba4657e1,anneschuth,MERGED
MinBZK,poc-machine-law,https://github.com/MinBZK/poc-machine-law/pull/37,37,18,1,12,188,177,5e19bcfab66d2b806a0405ce87a28e71ac83ce42,bbd0a3ee003c5681ec773f73f51b6c013315445e,6c720bcebb445f00422caecd16e3bacbecb227f8,5e19bcfab66d2b806a0405ce87a28e71ac83ce42,anneschuth,MERGED
PolicyEngine,policyengine-app,https://github.com/PolicyEngine/policyengine-app/pull/2373,2373,57,7,3,45,2,db65f22befed1815e498e74e9e64dc3207ae58e1,2c3f0d9946dc569384d36b937be6b895f95e9239,3a906d9c952b4fcb3da0d515174d0e970a5b3982,f098352f54b11f577bd17d40ee6c19f40eb2388c,MaxGhenis,MERGED
basicmachines-co,basic-memory,https://github.com/basicmachines-co/basic-memory/pull/15,15,811,9,36,1755,355,1ba43d55324288afc2fadcff33d81d361ca1d846,093dab5f03cf7b090a9f4003c55507859bf355b0,0d7b0b3d7ede7555450ddc9728951d4b1edbbb80,8659ae6199a537de024d18ef57429d80534cb466,phernandez,MERGED
modelcontextprotocol,typescript-sdk,https://github.com/modelcontextprotocol/typescript-sdk/pull/163,163,7343,1,1,25,0,ac729189517d9eed026697e78cdd8766adc67dbc,170e656dcbb154b1e1723ba7dbb850d73010fbe1,42b1738d544a752ad7552ac8eec70068f5ddd8b3,ac729189517d9eed026697e78cdd8766adc67dbc,ashwin-ant,MERGED
turlockmike,hataraku,https://github.com/turlockmike/hataraku/pull/83,83,31,18,49,5296,755,7edc77e77f334ada5ea5198142ee7bcf102c0304,7ec7f2ead30d75cae76855cf2a0392b81ba48113,0b2c76d47ab0abbb99367ddb1ebbd1b437758343,736bbfb2498eeda2794a14db2882f16d962888d0,turlockmike,MERGED
goodjoblife,GoodJobShare,https://github.com/goodjoblife/GoodJobShare/pull/1520,1520,123,29,6,101,8,e678d3ccc7c8af8762946be3e0d5c57d734cf6aa,75c1121b90cd01e1a970e0aaa33985f7dd93a530,b5934baf3a73c389b01d568b31fe72d0c45e0244,6d77bfa41c30308ac190478f693668579a0610a6,peteranny,MERGED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1490,1490,10691,19,22,1253,108,ba0294b0332550d195a2a236c693589ee6b4c1d9,98ca212f500c86785bf6d9dc10724ff06e3b6a7a,865074a19dcc101910b3fe6359dd90f1d270610e,052fea50ae2b116ea64996e2e6858e6501b68a93,jxnl,MERGED
oven-sh,bun,https://github.com/oven-sh/bun/pull/19055,19055,78329,2,7,248,6,f31989cdf1a350eaea050719aa27cbcb16d7fe51,N/A,db2e7d7f748dd3951ac0c983de73e75df51bb735,518b9c3cd667749c8b1e5ce5373d2403db27e902,Jarred-Sumner,CLOSED
oven-sh,bun,https://github.com/oven-sh/bun/pull/19056,19056,78329,1,3,14,4,b3cb47b085e20e10fe18705326b7bdd51e667474,N/A,518b9c3cd667749c8b1e5ce5373d2403db27e902,b3cb47b085e20e10fe18705326b7bdd51e667474,Jarred-Sumner,CLOSED
oven-sh,bun,https://github.com/oven-sh/bun/pull/17780,17780,78329,1,1,63,0,0d6b897863b527875077c153ad5821d702744d04,N/A,7ad46cb1182997f614ed077f5d3e60226b3dea5e,0d6b897863b527875077c153ad5821d702744d04,Electroid,CLOSED
metabase,metabase,https://github.com/metabase/metabase/pull/56589,56589,42142,2,8,142,6,2c62b6f2a2fdc3b7b9dea38d73d4aa120176964f,N/A,1f19dee6c51bf07160d64426891294f2aab92f74,741d0b90cf6dcdebed5ae2a6330fbe939d4c0da3,filipesilva,CLOSED
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30890,30890,32666,1,9,501,0,1fe3fdcc84b9b6d26b4fbfaedff475eaed3a25b0,N/A,077f8e5061ba095d449603175c4e2f14b126e2ac,1fe3fdcc84b9b6d26b4fbfaedff475eaed3a25b0,lieut-data,CLOSED
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30528,30528,32666,20,60,2454,8543,66b5d62d3e9b8f84b1b54e0d3995614d0e1d7013,N/A,7770c039199837d1e58fa5b4ee2704561368d8ff,7f7f1733c0ecf4a6f0e5597a770ed9079117fa6e,lieut-data,CLOSED
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30593,30593,32666,8,11,259,16,2307ab174f57999ef15b31566d5593020846026d,N/A,b1a8810bd8beb2df73094be01f0e7926517543cc,c9c1982f82d479d8c092a88075750dae22f9b6ee,lieut-data,CLOSED
openai,codex,https://github.com/openai/codex/pull/612,612,27484,1,1,562,555,95030e0071e6ffea6e0db811fbf45c4ed887a680,N/A,c75cb507f08502af9e28e3de399e89306f50a67f,95030e0071e6ffea6e0db811fbf45c4ed887a680,PierrunoYT,CLOSED
beekeeper-studio,beekeeper-studio,https://github.com/beekeeper-studio/beekeeper-studio/pull/2962,2962,19327,1,5,270,21,e3e48e91777cbe5334a6cfa5b3c5f5f1a3c1603b,N/A,5e4722b925325d11472e7db93da968476a1df688,e3e48e91777cbe5334a6cfa5b3c5f5f1a3c1603b,rathboma,CLOSED
beekeeper-studio,beekeeper-studio,https://github.com/beekeeper-studio/beekeeper-studio/pull/2961,2961,19327,1,5,52,2,3c25b93b1dd5b27a1df694a2780a51b6545741ee,N/A,5e4722b925325d11472e7db93da968476a1df688,3c25b93b1dd5b27a1df694a2780a51b6545741ee,rathboma,CLOSED
anthropics,anthropic-cookbook,https://github.com/anthropics/anthropic-cookbook/pull/147,147,12561,1,1,3,136,170dee9bcc4dd86f298fdbcc777b3748b86d9d53,N/A,4a7be656bd1a6e2149f9f1c40678dac379a857a7,170dee9bcc4dd86f298fdbcc777b3748b86d9d53,cal-anthropic,CLOSED
anthropics,anthropic-cookbook,https://github.com/anthropics/anthropic-cookbook/pull/145,145,12561,1,1,3,136,ce0737c42dd570dca19f1c0fa99706603439e0be,N/A,4a7be656bd1a6e2149f9f1c40678dac379a857a7,ce0737c42dd570dca19f1c0fa99706603439e0be,cal-anthropic,CLOSED
Wan-Video,Wan2.1,https://github.com/Wan-Video/Wan2.1/pull/108,108,11820,1,1,2,2,7b58015ee86124075f15cbd099dc50e862ad4f1f,N/A,a326079926a4a347ecda8863dc40ba2d7680a294,7b58015ee86124075f15cbd099dc50e862ad4f1f,g7adrian,CLOSED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1492,1492,10611,2,7,583,2,967ede6fa80d6e4dde39ebbca876e5dd9d108e6e,N/A,fd391e1e06d2746b059636332ec6061552ed6d9d,cfdab6c01c6600afb9f56fab248c17e7e4f633b0,jxnl,CLOSED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1493,1493,10611,5,28,4180,0,8316250ca0a7e627da47a74b6fad5721e60cbc7f,N/A,4779f25a28227e6975d77904f30173a7800ff963,fd8c8ca0f5956872c927c801492572d9ad333fed,jxnl,CLOSED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1491,1491,10611,4,28,4091,0,8316250ca0a7e627da47a74b6fad5721e60cbc7f,N/A,4779f25a28227e6975d77904f30173a7800ff963,fbc7132cca8d18b3b24e58f16134acb3bfbc6dc0,jxnl,CLOSED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1401,1401,10611,1,2,424,0,edc1b8c4b86598600cbbc8bef2fcca6bc31d1107,N/A,909c336b0e6a7d93852996f21b0f7111806a9e6d,edc1b8c4b86598600cbbc8bef2fcca6bc31d1107,jxnl,CLOSED
567-labs,instructor,https://github.com/567-labs/instructor/pull/1371,1371,10611,1,5,236,11,c0b79f7c6b5e42ba07966244bcfbd9856bca5c02,N/A,3084c405bb3ac9062bf7f8a61f4dfe665ca1daab,c0b79f7c6b5e42ba07966244bcfbd9856bca5c02,jxnl,CLOSED
coder,coder,https://github.com/coder/coder/pull/17592,17592,9957,2,3,377,49,23d9e0e037b5077be19513ff8be116a79fc59a93,N/A,df47c300f341e4b8cf1f9a19a0d9a525a1085101,915b14f6d25870c4916f085c8d47e75f5ebcd0a3,rogmanster,CLOSED
coder,coder,https://github.com/coder/coder/pull/17370,17370,9957,10,16,1252,0,d0fe1f8893a3bf97519c4e8ddcdf20dcffc4cb22,N/A,39b9d23d9626532735cd5f6bf4087a0bf2188af9,aec75e462f0e09bfd62b529c2a811a35d9962053,EdwardAngert,CLOSED
coder,coder,https://github.com/coder/coder/pull/17522,17522,9957,24,22,3310,8,d0fe1f8893a3bf97519c4e8ddcdf20dcffc4cb22,N/A,0ef7d0b3e5b6d4ab713f7f2b73df6f77fc0114e1,bb9e3934b1b5772b61b168ac4d4f8cf4b9a4626e,EdwardAngert,CLOSED
coder,coder,https://github.com/coder/coder/pull/16917,16917,9957,2,1,3,1,fe6c94131aeeb77fd5aefd6193c226e2f9310cde,N/A,a1f5468db2bedcd627a44e80c31e515fc70ef3f2,09ac7ada0e9e226e30b2171b7a5f324dd917fc26,stirby,CLOSED
coder,coder,https://github.com/coder/coder/pull/16938,16938,9957,1,2,21,21,5daf277cc212190941a5ffcdb2cd99e0320163bb,N/A,7ba4df1bc41134d696f575dfe8a17ec061ba621e,5daf277cc212190941a5ffcdb2cd99e0320163bb,matifali,CLOSED
